Date,Weekday,(GeV/Pass),Operation Status,Hall A Exp,Hall A Params,Hall B Exp,Hall B Params,Hall C Exp,Hall C Params,Hall D Exp,Hall D Params,Priority,Pass,Notes
10/20/2023,Friday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/21/2023,Saturday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/22/2023,Sunday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/23/2023,Monday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,GEP-V E12-07-109 needs to schedule its ERR
10/24/2023,Tuesday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/25/2023,Wednesday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/26/2023,Thursday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/27/2023,Friday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/28/2023,Saturday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/29/2023,Sunday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/30/2023,Monday,2.1,Physics,Pass change,,Pass change,,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
10/31/2023,Tuesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/01/2023,Wednesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/02/2023,Thursday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/03/2023,Friday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/04/2023,Saturday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/05/2023,Sunday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/06/2023,Monday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/07/2023,Tuesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/08/2023,Wednesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/09/2023,Thursday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/10/2023,Friday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/11/2023,Saturday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/12/2023,Sunday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/13/2023,Monday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/14/2023,Tuesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/15/2023,Wednesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/16/2023,Thursday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/17/2023,Friday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/18/2023,Saturday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/19/2023,Sunday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/20/2023,Monday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/21/2023,Tuesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/22/2023,Wednesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/23/2023,Thursday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/24/2023,Friday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/25/2023,Saturday,2.1,Physics,Pass change,,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/26/2023,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,5/3/5/-,
11/27/2023,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,5/3/5/-,
11/28/2023,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,5/3/5/-,
11/29/2023,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,Pass change,,Install,,C/A/B,5/3/4/-,
11/30/2023,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/3/4/-,
12/01/2023,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/3/4/-,
12/02/2023,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/3/4/-,
12/03/2023,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/3/4/-,
12/04/2023,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/05/2023,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/06/2023,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/07/2023,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/08/2023,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/09/2023,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/10/2023,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/11/2023,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/3/4/-,
12/12/2023,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/3/4/-,
12/13/2023,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/3/4/-,
12/14/2023,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/3/4/-,
12/15/2023,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/3/4/-,
12/16/2023,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/3/4/-,
12/17/2023,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/3/4/-,
12/18/2023,Monday,,End Beam at 7am,,47,Reconfigure,,,,Install,,,,
12/19/2023,Tuesday,,,,,Reconfigure,,,,Install,,,,
12/20/2023,Wednesday,,,,,Reconfigure,,,,Install,,,,
12/21/2023,Thursday,,,,,Reconfigure,,,,Install,,,,
12/22/2023,Friday,,Winter Break,,,,,,,,,,,
12/23/2023,Saturday,,Winter Break,,,,,,,,,,,
12/24/2023,Sunday,,Winter Break,,,,,,,,,,,
12/25/2023,Monday,,Winter Break,,,,,,,,,,,
12/26/2023,Tuesday,,Winter Break,,,,,,,,,,,
12/27/2023,Wednesday,,Winter Break,,,,,,,,,,,
12/28/2023,Thursday,,Winter Break,,,,,,,,,,,
12/29/2023,Friday,,Winter Break,,,,,,,,,,,
12/30/2023,Saturday,,Winter Break,,,,,,,,,,,
12/31/2023,Sunday,,Winter Break,,,,,,,,,,,
01/01/2024,Monday,,Winter Break,,,,,,,,,,,
01/02/2024,Tuesday,,,,,Reconfigure,,,,Install,,,,
01/03/2024,Wednesday,,,,,Reconfigure,,,,Install,,,,
01/04/2024,Thursday,,,,,Reconfigure,,,,Install,,,,
01/05/2024,Friday,,,,,Reconfigure,,,,Install,,,,
01/06/2024,Saturday,,,,,Reconfigure,,,,Install,,,,
01/07/2024,Sunday,,,,,Reconfigure,,,,Install,,,,
01/08/2024,Monday,2.1,Restore,,,Reconfigure,,,,Install,,,,
01/09/2024,Tuesday,2.1,Restore,,,Reconfigure,,,,Install,,,,
01/10/2024,Wednesday,2.1,Restore,,,Reconfigure,,,,Install,,,,
01/11/2024,Thursday,2.1,Restore,,,Reconfigure,,,,Install,,,,
01/12/2024,Friday,2.1,Restore,,,Reconfigure,,,,Install,,,,
01/13/2024,Saturday,2.1,Restore,,,Reconfigure,,,,Install,,,,
01/14/2024,Sunday,2.1,Restore,,,Reconfigure,,,,Install,,,,
01/15/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,** = needs to complete ERR
01/16/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
01/17/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
01/18/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
01/19/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
01/20/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
01/21/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
01/22/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
01/23/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
01/24/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
01/25/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
01/26/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
01/27/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
01/28/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
01/29/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/5/4/-,
01/30/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/5/4/-,
01/31/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/5/4/-,
02/01/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/5/4/-,
02/02/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/5/4/-,
02/03/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/5/4/-,
02/04/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/5/4/-,
02/05/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
02/06/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
02/07/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
02/08/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
02/09/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
02/10/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
02/11/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
02/12/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
02/13/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
02/14/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
02/15/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
02/16/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,A/B/C,5/5/4/-,
02/17/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,A/B/C,5/5/4/-,
02/18/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,A/B/C,5/5/4/-,
02/19/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,B/C/A,5/5/4/-,
02/20/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,B/C/A,5/5/4/-,
02/21/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,B/C/A,5/5/4/-,
02/22/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,B/C/A,5/5/4/-,
02/23/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,B/C/A,5/5/4/-,
02/24/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,B/C/A,5/5/4/-,
02/25/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,B/C/A,5/5/4/-,
02/26/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,8.4/30/-/500,Install,,C/A/B,5/5/4/-,
02/27/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,8.4/30/-/500,Install,,C/A/B,5/5/4/-,
02/28/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,8.4/30/-/500,Install,,C/A/B,5/5/4/-,
02/29/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,8.4/30/-/500,Install,,C/A/B,5/5/4/-,
03/01/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,8.4/30/-/500,Install,,C/A/B,5/5/4/-,
03/02/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,8.4/30/-/500,Install,,C/A/B,5/5/4/-,
03/03/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Pass change,,Install,,C/A/B,5/5/5/-,
03/04/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,A/B/C,5/5/5/-,
03/05/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,A/B/C,5/5/5/-,
03/06/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,A/B/C,5/5/5/-,
03/07/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,A/B/C,5/5/5/-,
03/08/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,A/B/C,5/5/5/-,
03/09/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,A/B/C,5/5/5/-,
03/10/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,A/B/C,5/5/5/-,
03/11/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,B/C/A,5/5/5/-,
03/12/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,B/C/A,5/5/5/-,
03/13/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,B/C/A,5/5/5/-,
03/14/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,B/C/A,5/5/5/-,
03/15/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,B/C/A,5/5/5/-,
03/16/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,B/C/A,5/5/5/-,
03/17/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,B/C/A,5/5/5/-,
03/18/2024,Monday,,Beam off at 7am,,,,,,,,,,,
