Date,Weekday,,Operations,Hall A,Hall A,Hall B,Hall B,Hall C,Hall C,Hall D,Hall D,Priority,Pass,Notes
2/13/2023,Monday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,
2/14/2023,Tuesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,
2/15/2023,Wednesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,
2/16/2023,Thursday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-06-105,10.5/60/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,
2/17/2023,Friday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,Target Reconfiguration,,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/-/5.5,
2/18/2023,Saturday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,Target Reconfiguration,,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/-/5.5,
2/19/2023,Sunday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,A/B/C/D,4/5/5/5.5,
2/20/2023,Monday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
2/21/2023,Tuesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,E12-21-005 ERR Scheduled for May 18th
2/22/2023,Wednesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
2/23/2023,Thursday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
2/24/2023,Friday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
2/25/2023,Saturday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
2/26/2023,Sunday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D/A,4/5/5/5.5,
2/27/2023,Monday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
2/28/2023,Tuesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
3/1/2023,Wednesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
3/2/2023,Thursday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
3/3/2023,Friday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
3/4/2023,Saturday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
3/5/2023,Sunday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,C/D/A/B,4/5/5/5.5,
3/6/2023,Monday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
3/7/2023,Tuesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
3/8/2023,Wednesday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
3/9/2023,Thursday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
3/10/2023,Friday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
3/11/2023,Saturday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
3/12/2023,Sunday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
3/13/2023,Monday,2.1,Physics,TBD,,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D,-/5/5/5.5,
3/14/2023,Tuesday,2.1,Physics,TBD,,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D,-/5/5/5.5,
3/15/2023,Wednesday,2.1,Physics,TBD,,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D,-/5/5/5.5,
3/16/2023,Thursday,2.1,Physics,TBD,,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D,-/5/5/5.5,
3/17/2023,Friday,2.1,Physics,TBD,,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D,-/5/5/5.5,
3/18/2023,Saturday,2.1,Physics,TBD,,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D,-/5/5/5.5,
3/19/2023,Sunday,2.1,Physics,TBD,,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D,-/5/5/5.5,
3/20/2023,Monday,Beam Off At 7am,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,SPRING SCHEDULED ACCELERATOR DOWN,,,,,,,,
,,,,,,,,,,,,,,
7/10/2023,Monday,2.1,Restore,,,,,,,,,,,
7/11/2023,Tuesday,2.1,Restore,,,,,,,,,,,
7/12/2023,Wednesday,2.1,Restore,,,,,,,,,,,
7/13/2023,Thursday,2.1,Restore,,,,,,,,,,,
7/14/2023,Friday,2.1,Restore,,,,,,,,,,,
7/15/2023,Saturday,2.1,Restore,,,,,,,,,,,
7/16/2023,Sunday,2.1,Restore,,,,,,,,,,,
7/17/2023,Monday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,A/B/C,2/5/3/-,"NPS = E12-13-010, E12-13-007 & E12-06-114"
7/18/2023,Tuesday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,A/B/C,2/5/3/-,Run group E needs to complete ERR
7/19/2023,Wednesday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,A/B/C,2/5/3/-,
7/20/2023,Thursday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,A/B/C,2/5/3/-,
7/21/2023,Friday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,A/B/C,2/5/3/-,
7/22/2023,Saturday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,A/B/C,2/5/3/-,
7/23/2023,Sunday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,A/B/C,2/5/3/-,
7/24/2023,Monday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,B/C/A,2/5/3/-,
7/25/2023,Tuesday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,B/C/A,2/5/3/-,
7/26/2023,Wednesday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,B/C/A,2/5/3/-,
7/27/2023,Thursday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,B/C/A,2/5/3/-,
7/28/2023,Friday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,B/C/A,2/5/3/-,
7/29/2023,Saturday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,B/C/A,2/5/3/-,
7/30/2023,Sunday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,B/C/A,2/5/3/-,
7/31/2023,Monday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,C/A/B,2/5/3/-,
8/1/2023,Tuesday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,C/A/B,2/5/3/-,
8/2/2023,Wednesday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,C/A/B,2/5/3/-,
8/3/2023,Thursday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,Pass Change,,Install,,C/A/B,2/5/5/-,
8/4/2023,Friday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,2/5/5/-,
8/5/2023,Saturday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,2/5/5/-,
8/6/2023,Sunday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,2/5/5/-,
8/7/2023,Monday,2.1,Physics,Reconfigure,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,2/5/5/-,
8/8/2023,Tuesday,2.1,Physics,Reconfigure,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,2/5/5/-,
8/9/2023,Wednesday,2.1,Physics,Commission,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,2/5/5/-,
8/10/2023,Thursday,2.1,Physics,Pass Change,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
8/11/2023,Friday,2.1,Physics,E12-20-008,6.4/10/p/500,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
8/12/2023,Saturday,2.1,Physics,E12-20-008,6.4/10/p/500,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
8/13/2023,Sunday,2.1,Physics,E12-20-008,6.4/10/p/500,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
8/14/2023,Monday,2.1,Physics,E12-20-008,6.4/10/p/500,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
8/15/2023,Tuesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
8/16/2023,Wednesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
8/17/2023,Thursday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
8/18/2023,Friday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
8/19/2023,Saturday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
8/20/2023,Sunday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
8/21/2023,Monday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
8/22/2023,Tuesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
8/23/2023,Wednesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
8/24/2023,Thursday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
8/25/2023,Friday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
8/26/2023,Saturday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
8/27/2023,Sunday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
8/28/2023,Monday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
8/29/2023,Tuesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
8/30/2023,Wednesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
8/31/2023,Thursday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
9/1/2023,Friday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
9/2/2023,Saturday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
9/3/2023,Sunday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
9/4/2023,Monday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
9/5/2023,Tuesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
9/6/2023,Wednesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
9/7/2023,Thursday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
9/8/2023,Friday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
9/9/2023,Saturday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
9/10/2023,Sunday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
9/11/2023,Monday,2.1,Physics,Installation,,Run Group D,10.5/200/p/501,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
9/12/2023,Tuesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/502,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
9/13/2023,Wednesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/503,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
9/14/2023,Thursday,2.1,Physics,Installation,,Run Group D,10.5/200/p/504,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
9/15/2023,Friday,2.1,Physics,Installation,,Run Group D,10.5/200/p/505,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
9/16/2023,Saturday,2.1,Physics,Installation,,Run Group D,10.5/200/p/506,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
9/17/2023,Sunday,2.1,Physics,Installation,,Run Group D,10.5/200/p/507,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
9/18/2023,Monday,2.1,Physics,Installation,,Reconfigure,,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
9/19/2023,Tuesday,2.1,Physics,Installation,,Reconfigure,,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
9/20/2023,Wednesday,2.1,Physics,Installation,,Reconfigure,,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
9/21/2023,Thursday,2.1,Physics,Installation,,Reconfigure,,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
9/22/2023,Friday,2.1,Physics,Installation,,Pass change,,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
9/23/2023,Saturday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
9/24/2023,Sunday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
9/25/2023,Monday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
9/26/2023,Tuesday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
9/27/2023,Wednesday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
9/28/2023,Thursday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
9/29/2023,Friday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
9/30/2023,Saturday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
10/1/2023,Sunday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,Start of new Fiscal Year (FY24)
10/2/2023,Monday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/3/2023,Tuesday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/4/2023,Wednesday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/5/2023,Thursday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/6/2023,Friday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/7/2023,Saturday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/8/2023,Sunday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/9/2023,Monday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
10/10/2023,Tuesday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
10/11/2023,Wednesday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
10/12/2023,Thursday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
10/13/2023,Friday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
10/14/2023,Saturday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
10/15/2023,Sunday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
10/16/2023,Monday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/17/2023,Tuesday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/18/2023,Wednesday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/19/2023,Thursday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/20/2023,Friday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
