Date,Weekday,,Operations,Hall A,Hall A,Hall B,Hall B,Hall C,Hall C,Hall D,Hall D,Priority,Pass,Notes
10/21/2023,Saturday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/22/2023,Sunday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/23/2023,Monday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,GEP-V E12-07-109 needs to schedule its ERR
10/24/2023,Tuesday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/25/2023,Wednesday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/26/2023,Thursday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/27/2023,Friday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/28/2023,Saturday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/29/2023,Sunday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/30/2023,Monday,2.1,Physics,Pass change,,Pass change,,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
10/31/2023,Tuesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/1/2023,Wednesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/2/2023,Thursday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/3/2023,Friday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/4/2023,Saturday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/5/2023,Sunday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/6/2023,Monday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/7/2023,Tuesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/8/2023,Wednesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/9/2023,Thursday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/10/2023,Friday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/11/2023,Saturday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/12/2023,Sunday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/13/2023,Monday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/14/2023,Tuesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/15/2023,Wednesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/16/2023,Thursday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/17/2023,Friday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/18/2023,Saturday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/19/2023,Sunday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/20/2023,Monday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/21/2023,Tuesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/22/2023,Wednesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/23/2023,Thursday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/24/2023,Friday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/25/2023,Saturday,2.1,Physics,Pass change,,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/26/2023,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,5/3/5/-,
11/27/2023,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,5/3/5/-,
11/28/2023,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,5/3/5/-,
11/29/2023,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,Pass change,,Install,,C/A/B,5/3/4/-,
11/30/2023,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/3/4/-,
12/1/2023,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/3/4/-,
12/2/2023,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/3/4/-,
12/3/2023,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/3/4/-,
12/4/2023,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/5/2023,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/6/2023,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/7/2023,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/8/2023,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/9/2023,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/10/2023,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/11/2023,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/3/4/-,
12/12/2023,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/3/4/-,
12/13/2023,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/3/4/-,
12/14/2023,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/3/4/-,
12/15/2023,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/3/4/-,
12/16/2023,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/3/4/-,
12/17/2023,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/3/4/-,
12/18/2023,Monday,,End Beam at 7am,,47,Reconfigure,,,,Install,,,,
12/19/2023,Tuesday,,,,,Reconfigure,,,,Install,,,,
12/20/2023,Wednesday,,,,,Reconfigure,,,,Install,,,,
12/21/2023,Thursday,,,,,Reconfigure,,,,Install,,,,
12/22/2023,Friday,,Winter Break,,,,,,,,,,,
12/23/2023,Saturday,,Winter Break,,,,,,,,,,,
12/24/2023,Sunday,,Winter Break,,,,,,,,,,,
12/25/2023,Monday,,Winter Break,,,,,,,,,,,
12/26/2023,Tuesday,,Winter Break,,,,,,,,,,,
12/27/2023,Wednesday,,Winter Break,,,,,,,,,,,
12/28/2023,Thursday,,Winter Break,,,,,,,,,,,
12/29/2023,Friday,,Winter Break,,,,,,,,,,,
12/30/2023,Saturday,,Winter Break,,,,,,,,,,,
12/31/2023,Sunday,,Winter Break,,,,,,,,,,,
1/1/2024,Monday,,Winter Break,,,,,,,,,,,
1/2/2024,Tuesday,,,,,Reconfigure,,,,Install,,,,
1/3/2024,Wednesday,,,,,Reconfigure,,,,Install,,,,
1/4/2024,Thursday,,,,,Reconfigure,,,,Install,,,,
1/5/2024,Friday,,,,,Reconfigure,,,,Install,,,,
1/6/2024,Saturday,,,,,Reconfigure,,,,Install,,,,
1/7/2024,Sunday,,,,,Reconfigure,,,,Install,,,,
1/8/2024,Monday,2.1,Restore,,,Reconfigure,,,,Install,,,,
1/9/2024,Tuesday,2.1,Restore,,,Reconfigure,,,,Install,,,,
1/10/2024,Wednesday,2.1,Restore,,,Reconfigure,,,,Install,,,,
1/11/2024,Thursday,2.1,Restore,,,Reconfigure,,,,Install,,,,
1/12/2024,Friday,2.1,Restore,,,Reconfigure,,,,Install,,,,
1/13/2024,Saturday,2.1,Restore,,,Reconfigure,,,,Install,,,,
1/14/2024,Sunday,2.1,Restore,,,Reconfigure,,,,Install,,,,
1/15/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,** = needs to complete ERR
1/16/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
1/17/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
1/18/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
1/19/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
1/20/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
1/21/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
1/22/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
1/23/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
1/24/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
1/25/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
1/26/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
1/27/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
1/28/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
1/29/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/5/4/-,
1/30/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/5/4/-,
1/31/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/5/4/-,
2/1/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/5/4/-,
2/2/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/5/4/-,
2/3/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/5/4/-,
2/4/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/5/4/-,
2/5/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
2/6/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
2/7/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
2/8/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
2/9/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
2/10/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
2/11/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/5/4/-,
2/12/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
2/13/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
2/14/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
2/15/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/5/4/-,
2/16/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,A/B/C,5/5/4/-,
2/17/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,A/B/C,5/5/4/-,
2/18/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,A/B/C,5/5/4/-,
2/19/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,B/C/A,5/5/4/-,
2/20/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,B/C/A,5/5/4/-,
2/21/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,B/C/A,5/5/4/-,
2/22/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,B/C/A,5/5/4/-,
2/23/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,B/C/A,5/5/4/-,
2/24/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,B/C/A,5/5/4/-,
2/25/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Reconfigure,,Install,,B/C/A,5/5/4/-,
2/26/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,8.4/30/-/500,Install,,C/A/B,5/5/4/-,
2/27/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,8.4/30/-/500,Install,,C/A/B,5/5/4/-,
2/28/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,8.4/30/-/500,Install,,C/A/B,5/5/4/-,
2/29/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,8.4/30/-/500,Install,,C/A/B,5/5/4/-,
3/1/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,8.4/30/-/500,Install,,C/A/B,5/5/4/-,
3/2/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,8.4/30/-/500,Install,,C/A/B,5/5/4/-,
3/3/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,Pass change,,Install,,C/A/B,5/5/5/-,
3/4/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,A/B/C,5/5/5/-,
3/5/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,A/B/C,5/5/5/-,
3/6/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,A/B/C,5/5/5/-,
3/7/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,A/B/C,5/5/5/-,
3/8/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,A/B/C,5/5/5/-,
3/9/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,A/B/C,5/5/5/-,
3/10/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,A/B/C,5/5/5/-,
3/11/2024,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,B/C/A,5/5/5/-,
3/12/2024,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,B/C/A,5/5/5/-,
3/13/2024,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,B/C/A,5/5/5/-,
3/14/2024,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,B/C/A,5/5/5/-,
3/15/2024,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,B/C/A,5/5/5/-,
3/16/2024,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,B/C/A,5/5/5/-,
3/17/2024,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group E **,10.5/200/-/500,E12-14-003 & 005,10.5/30/-/500,Install,,B/C/A,5/5/5/-,
3/18/2024,Monday,,Beam off at 7am,,,,,,,,,,,